# Reference nova thermodynamic trajectory
# Reconstructed from the description in the proposal; see
# src/thermodynamics.py for the parameterisation.
# time[s]  T9  rho[g/cm^3]
2.41462267e-01 9.10000000e-02 2.21000000e+04
2.43206633e-01 9.10000000e-02 2.21000000e+04
2.44963600e-01 9.10000000e-02 2.21000000e+04
2.46733259e-01 9.10000000e-02 2.21000000e+04
2.48515703e-01 9.10000000e-02 2.21000000e+04
2.50311024e-01 9.10000000e-02 2.21000000e+04
2.52119315e-01 9.10000000e-02 2.21000000e+04
2.53940669e-01 9.10000000e-02 2.21000000e+04
2.55775180e-01 9.10000000e-02 2.21000000e+04
2.57622945e-01 9.10000000e-02 2.21000000e+04
2.59484058e-01 9.10000000e-02 2.21000000e+04
2.61358616e-01 9.10000000e-02 2.21000000e+04
2.63246716e-01 9.10000000e-02 2.21000000e+04
2.65148456e-01 9.10000000e-02 2.21000000e+04
2.67063935e-01 9.10000000e-02 2.21000000e+04
2.68993251e-01 9.10000000e-02 2.21000000e+04
2.70936506e-01 9.10000000e-02 2.21000000e+04
2.72893798e-01 9.10000000e-02 2.21000000e+04
2.74865230e-01 9.10000000e-02 2.21000000e+04
2.76850905e-01 9.10000000e-02 2.21000000e+04
2.78850924e-01 9.10000000e-02 2.21000000e+04
2.80865392e-01 9.10000000e-02 2.21000000e+04
2.82894412e-01 9.10000000e-02 2.21000000e+04
2.84938091e-01 9.10000000e-02 2.21000000e+04
2.86996533e-01 9.10000000e-02 2.21000000e+04
2.89069846e-01 9.10000000e-02 2.21000000e+04
2.91158137e-01 9.10000000e-02 2.21000000e+04
2.93261514e-01 9.10000000e-02 2.21000000e+04
2.95380087e-01 9.10000000e-02 2.21000000e+04
2.97513964e-01 9.10000000e-02 2.21000000e+04
2.99663257e-01 9.10000000e-02 2.21000000e+04
3.01828076e-01 9.10000000e-02 2.21000000e+04
3.04008535e-01 9.10000000e-02 2.21000000e+04
3.06204746e-01 9.10000000e-02 2.21000000e+04
3.08416822e-01 9.10000000e-02 2.21000000e+04
3.10644879e-01 9.10000000e-02 2.21000000e+04
3.12889032e-01 9.10000000e-02 2.21000000e+04
3.15149397e-01 9.10000000e-02 2.21000000e+04
3.17426091e-01 9.10000000e-02 2.21000000e+04
3.19719232e-01 9.10000000e-02 2.21000000e+04
3.22028940e-01 9.10000000e-02 2.21000000e+04
3.24355333e-01 9.10000000e-02 2.21000000e+04
3.26698532e-01 9.10000000e-02 2.21000000e+04
3.29058660e-01 9.10000000e-02 2.21000000e+04
3.31435837e-01 9.10000000e-02 2.21000000e+04
3.33830187e-01 9.10000000e-02 2.21000000e+04
3.36241834e-01 9.10000000e-02 2.21000000e+04
3.38670904e-01 9.10000000e-02 2.21000000e+04
3.41117522e-01 9.10000000e-02 2.21000000e+04
3.43581814e-01 9.10000000e-02 2.21000000e+04
3.46063909e-01 9.10000000e-02 2.21000000e+04
3.48563935e-01 9.10000000e-02 2.21000000e+04
3.51082022e-01 9.10000000e-02 2.21000000e+04
3.53618299e-01 9.10000000e-02 2.21000000e+04
3.56172900e-01 9.10000000e-02 2.21000000e+04
3.58745955e-01 9.10000000e-02 2.21000000e+04
3.61337598e-01 9.10000000e-02 2.21000000e+04
3.63947964e-01 9.10000000e-02 2.21000000e+04
3.66577188e-01 9.10000000e-02 2.21000000e+04
3.69225405e-01 9.10000000e-02 2.21000000e+04
3.71892754e-01 9.10000000e-02 2.21000000e+04
3.74579372e-01 9.10000000e-02 2.21000000e+04
3.77285398e-01 9.10000000e-02 2.21000000e+04
3.80010974e-01 9.10000000e-02 2.21000000e+04
3.82756240e-01 9.10000000e-02 2.21000000e+04
3.85521337e-01 9.10000000e-02 2.21000000e+04
3.88306411e-01 9.10000000e-02 2.21000000e+04
3.91111604e-01 9.10000000e-02 2.21000000e+04
3.93937062e-01 9.10000000e-02 2.21000000e+04
3.96782932e-01 9.10000000e-02 2.21000000e+04
3.99649361e-01 9.10000000e-02 2.21000000e+04
4.02536498e-01 9.10000000e-02 2.21000000e+04
4.05444492e-01 9.10000000e-02 2.21000000e+04
4.08373494e-01 9.10000000e-02 2.21000000e+04
4.11323655e-01 9.10000000e-02 2.21000000e+04
4.14295129e-01 9.10000000e-02 2.21000000e+04
4.17288069e-01 9.10000000e-02 2.21000000e+04
4.20302631e-01 9.10000000e-02 2.21000000e+04
4.23338970e-01 9.10000000e-02 2.21000000e+04
4.26397245e-01 9.10000000e-02 2.21000000e+04
4.29477613e-01 9.10000000e-02 2.21000000e+04
4.32580234e-01 9.10000000e-02 2.21000000e+04
4.35705269e-01 9.10000000e-02 2.21000000e+04
4.38852880e-01 9.10000000e-02 2.21000000e+04
4.42023229e-01 9.10000000e-02 2.21000000e+04
4.45216482e-01 9.10000000e-02 2.21000000e+04
4.48432804e-01 9.10000000e-02 2.21000000e+04
4.51672361e-01 9.10000000e-02 2.21000000e+04
4.54935320e-01 9.10000000e-02 2.21000000e+04
4.58221853e-01 9.10000000e-02 2.21000000e+04
4.61532127e-01 9.10000000e-02 2.21000000e+04
4.64866316e-01 9.10000000e-02 2.21000000e+04
4.68224591e-01 9.10000000e-02 2.21000000e+04
4.71607127e-01 9.10000000e-02 2.21000000e+04
4.75014099e-01 9.10000000e-02 2.21000000e+04
4.78445684e-01 9.10000000e-02 2.21000000e+04
4.81902059e-01 9.10000000e-02 2.21000000e+04
4.85383403e-01 9.10000000e-02 2.21000000e+04
4.88889898e-01 9.10000000e-02 2.21000000e+04
4.92421724e-01 9.10000000e-02 2.21000000e+04
4.95979064e-01 9.10000000e-02 2.21000000e+04
4.99562103e-01 9.10000000e-02 2.21000000e+04
5.03171027e-01 9.10000000e-02 2.21000000e+04
5.06806022e-01 9.10000000e-02 2.21000000e+04
5.10467277e-01 9.10000000e-02 2.21000000e+04
5.14154982e-01 9.10000000e-02 2.21000000e+04
5.17869327e-01 9.10000000e-02 2.21000000e+04
5.21610505e-01 9.10000000e-02 2.21000000e+04
5.25378711e-01 9.10000000e-02 2.21000000e+04
5.29174138e-01 9.10000000e-02 2.21000000e+04
5.32996984e-01 9.10000000e-02 2.21000000e+04
5.36847447e-01 9.10000000e-02 2.21000000e+04
5.40725727e-01 9.10000000e-02 2.21000000e+04
5.44632024e-01 9.10000000e-02 2.21000000e+04
5.48566541e-01 9.10000000e-02 2.21000000e+04
5.52529481e-01 9.10000000e-02 2.21000000e+04
5.56521050e-01 9.10000000e-02 2.21000000e+04
5.60541455e-01 9.10000000e-02 2.21000000e+04
5.64590904e-01 9.10000000e-02 2.21000000e+04
5.68669608e-01 9.10000000e-02 2.21000000e+04
5.72777776e-01 9.10000000e-02 2.21000000e+04
5.76915622e-01 9.10000000e-02 2.21000000e+04
5.81083362e-01 9.10000000e-02 2.21000000e+04
5.85281209e-01 9.10000000e-02 2.21000000e+04
5.89509383e-01 9.10000000e-02 2.21000000e+04
5.93768101e-01 9.10000000e-02 2.21000000e+04
5.98057585e-01 9.10000000e-02 2.21000000e+04
6.02378058e-01 9.10000000e-02 2.21000000e+04
6.06729742e-01 9.10000000e-02 2.21000000e+04
6.11112863e-01 9.10000000e-02 2.21000000e+04
6.15527649e-01 9.10000000e-02 2.21000000e+04
6.19974328e-01 9.10000000e-02 2.21000000e+04
6.24453131e-01 9.10000000e-02 2.21000000e+04
6.28964289e-01 9.10000000e-02 2.21000000e+04
6.33508037e-01 9.10000000e-02 2.21000000e+04
6.38084609e-01 9.10000000e-02 2.21000000e+04
6.42694244e-01 9.10000000e-02 2.21000000e+04
6.47337179e-01 9.10000000e-02 2.21000000e+04
6.52013656e-01 9.10000000e-02 2.21000000e+04
6.56723916e-01 9.10000000e-02 2.21000000e+04
6.61468204e-01 9.10000000e-02 2.21000000e+04
6.66246766e-01 9.10000000e-02 2.21000000e+04
6.71059848e-01 9.10000000e-02 2.21000000e+04
6.75907702e-01 9.10000000e-02 2.21000000e+04
6.80790577e-01 9.10000000e-02 2.21000000e+04
6.85708727e-01 9.10000000e-02 2.21000000e+04
6.90662406e-01 9.10000000e-02 2.21000000e+04
6.95651872e-01 9.10000000e-02 2.21000000e+04
7.00677382e-01 9.10000000e-02 2.21000000e+04
7.05739198e-01 9.10000000e-02 2.21000000e+04
7.10837581e-01 9.10000000e-02 2.21000000e+04
7.15972795e-01 9.10000000e-02 2.21000000e+04
7.21145108e-01 9.10000000e-02 2.21000000e+04
7.26354786e-01 9.10000000e-02 2.21000000e+04
7.31602099e-01 9.10000000e-02 2.21000000e+04
7.36887320e-01 9.10000000e-02 2.21000000e+04
7.42210723e-01 9.10000000e-02 2.21000000e+04
7.47572582e-01 9.10000000e-02 2.21000000e+04
7.52973177e-01 9.10000000e-02 2.21000000e+04
7.58412787e-01 9.10000000e-02 2.21000000e+04
7.63891693e-01 9.10000000e-02 2.21000000e+04
7.69410180e-01 9.10000000e-02 2.21000000e+04
7.74968533e-01 9.10000000e-02 2.21000000e+04
7.80567041e-01 9.10000000e-02 2.21000000e+04
7.86205993e-01 9.10000000e-02 2.21000000e+04
7.91885682e-01 9.10000000e-02 2.21000000e+04
7.97606402e-01 9.10000000e-02 2.21000000e+04
8.03368450e-01 9.10000000e-02 2.21000000e+04
8.09172124e-01 9.10000000e-02 2.21000000e+04
8.15017724e-01 9.10000000e-02 2.21000000e+04
8.20905554e-01 9.10000000e-02 2.21000000e+04
8.26835919e-01 9.10000000e-02 2.21000000e+04
8.32809126e-01 9.10000000e-02 2.21000000e+04
8.38825484e-01 9.10000000e-02 2.21000000e+04
8.44885306e-01 9.10000000e-02 2.21000000e+04
8.50988905e-01 9.10000000e-02 2.21000000e+04
8.57136597e-01 9.10000000e-02 2.21000000e+04
8.63328701e-01 9.10000000e-02 2.21000000e+04
8.69565538e-01 9.10000000e-02 2.21000000e+04
8.75847431e-01 9.10000000e-02 2.21000000e+04
8.82174706e-01 9.10000000e-02 2.21000000e+04
8.88547690e-01 9.10000000e-02 2.21000000e+04
8.94966713e-01 9.10000000e-02 2.21000000e+04
9.01432109e-01 9.10000000e-02 2.21000000e+04
9.07944211e-01 9.10000000e-02 2.21000000e+04
9.14503359e-01 9.10000000e-02 2.21000000e+04
9.21109890e-01 9.10000000e-02 2.21000000e+04
9.27764149e-01 9.10000000e-02 2.21000000e+04
9.34466479e-01 9.10000000e-02 2.21000000e+04
9.41217228e-01 9.10000000e-02 2.21000000e+04
9.48016745e-01 9.10000000e-02 2.21000000e+04
9.54865383e-01 9.10000000e-02 2.21000000e+04
9.61763497e-01 9.10000000e-02 2.21000000e+04
9.68711444e-01 9.10000000e-02 2.21000000e+04
9.75709585e-01 9.10000000e-02 2.21000000e+04
9.82758281e-01 9.10000000e-02 2.21000000e+04
9.89857898e-01 9.10000000e-02 2.21000000e+04
9.97008804e-01 9.10000000e-02 2.21000000e+04
1.00421137e+00 9.10000000e-02 2.21000000e+04
1.01146597e+00 9.10000000e-02 2.21000000e+04
1.01877297e+00 9.10000000e-02 2.21000000e+04
1.02613277e+00 9.10000000e-02 2.21000000e+04
1.03354573e+00 9.10000000e-02 2.21000000e+04
1.04101224e+00 9.10000000e-02 2.21000000e+04
1.04853270e+00 9.10000000e-02 2.21000000e+04
1.05610748e+00 9.10000000e-02 2.21000000e+04
1.06373699e+00 9.10000000e-02 2.21000000e+04
1.07142161e+00 9.10000000e-02 2.21000000e+04
1.07916174e+00 9.10000000e-02 2.21000000e+04
1.08695780e+00 9.10000000e-02 2.21000000e+04
1.09481017e+00 9.10000000e-02 2.21000000e+04
1.10271927e+00 9.10000000e-02 2.21000000e+04
1.11068550e+00 9.10000000e-02 2.21000000e+04
1.11870929e+00 9.10000000e-02 2.21000000e+04
1.12679104e+00 9.10000000e-02 2.21000000e+04
1.13493118e+00 9.10000000e-02 2.21000000e+04
1.14313012e+00 9.10000000e-02 2.21000000e+04
1.15138829e+00 9.10000000e-02 2.21000000e+04
1.15970612e+00 9.10000000e-02 2.21000000e+04
1.16808404e+00 9.10000000e-02 2.21000000e+04
1.17652248e+00 9.10000000e-02 2.21000000e+04
1.18502188e+00 9.10000000e-02 2.21000000e+04
1.19358269e+00 9.10000000e-02 2.21000000e+04
1.20220534e+00 9.10000000e-02 2.21000000e+04
1.21089028e+00 9.10000000e-02 2.21000000e+04
1.21963796e+00 9.10000000e-02 2.21000000e+04
1.22844884e+00 9.10000000e-02 2.21000000e+04
1.23732337e+00 9.10000000e-02 2.21000000e+04
1.24626201e+00 9.10000000e-02 2.21000000e+04
1.25526522e+00 9.10000000e-02 2.21000000e+04
1.26433348e+00 9.10000000e-02 2.21000000e+04
1.27346724e+00 9.10000000e-02 2.21000000e+04
1.28266699e+00 9.10000000e-02 2.21000000e+04
1.29193320e+00 9.10000000e-02 2.21000000e+04
1.30126635e+00 9.10000000e-02 2.21000000e+04
1.31066693e+00 9.10000000e-02 2.21000000e+04
1.32013541e+00 9.10000000e-02 2.21000000e+04
1.32967230e+00 9.10000000e-02 2.21000000e+04
1.33927809e+00 9.10000000e-02 2.21000000e+04
1.34895326e+00 9.10000000e-02 2.21000000e+04
1.35869834e+00 9.10000000e-02 2.21000000e+04
1.36851381e+00 9.10000000e-02 2.21000000e+04
1.37840019e+00 9.10000000e-02 2.21000000e+04
1.38835800e+00 9.10000000e-02 2.21000000e+04
1.39838774e+00 9.10000000e-02 2.21000000e+04
1.40848993e+00 9.10000000e-02 2.21000000e+04
1.41866511e+00 9.10000000e-02 2.21000000e+04
1.42891379e+00 9.10000000e-02 2.21000000e+04
1.43923652e+00 9.10000000e-02 2.21000000e+04
1.44963381e+00 9.10000000e-02 2.21000000e+04
1.46010622e+00 9.10000000e-02 2.21000000e+04
1.47065428e+00 9.10000000e-02 2.21000000e+04
1.48127854e+00 9.10000000e-02 2.21000000e+04
1.49197956e+00 9.10000000e-02 2.21000000e+04
1.50275788e+00 9.10000000e-02 2.21000000e+04
1.51361406e+00 9.10000000e-02 2.21000000e+04
1.52454868e+00 9.10000000e-02 2.21000000e+04
1.53556228e+00 9.10000000e-02 2.21000000e+04
1.54665545e+00 9.10000000e-02 2.21000000e+04
1.55782876e+00 9.10000000e-02 2.21000000e+04
1.56908279e+00 9.10000000e-02 2.21000000e+04
1.58041811e+00 9.10000000e-02 2.21000000e+04
1.59183533e+00 9.10000000e-02 2.21000000e+04
1.60333503e+00 9.10000000e-02 2.21000000e+04
1.61491780e+00 9.10000000e-02 2.21000000e+04
1.62658425e+00 9.10000000e-02 2.21000000e+04
1.63833497e+00 9.10000000e-02 2.21000000e+04
1.65017059e+00 9.10000000e-02 2.21000000e+04
1.66209171e+00 9.10000000e-02 2.21000000e+04
1.67409895e+00 9.10000000e-02 2.21000000e+04
1.68619293e+00 9.10000000e-02 2.21000000e+04
1.69837429e+00 9.10000000e-02 2.21000000e+04
1.71064364e+00 9.10000000e-02 2.21000000e+04
1.72300163e+00 9.10000000e-02 2.21000000e+04
1.73544889e+00 9.10000000e-02 2.21000000e+04
1.74798608e+00 9.10000000e-02 2.21000000e+04
1.76061383e+00 9.10000000e-02 2.21000000e+04
1.77333281e+00 9.10000000e-02 2.21000000e+04
1.78614368e+00 9.10000000e-02 2.21000000e+04
1.79904709e+00 9.10000000e-02 2.21000000e+04
1.81204372e+00 9.10000000e-02 2.21000000e+04
1.82513424e+00 9.10000000e-02 2.21000000e+04
1.83831933e+00 9.10000000e-02 2.21000000e+04
1.85159967e+00 9.10000000e-02 2.21000000e+04
1.86497595e+00 9.10000000e-02 2.21000000e+04
1.87844886e+00 9.10000000e-02 2.21000000e+04
1.89201910e+00 9.10000000e-02 2.21000000e+04
1.90568738e+00 9.10000000e-02 2.21000000e+04
1.91945439e+00 9.10000000e-02 2.21000000e+04
1.93332087e+00 9.10000000e-02 2.21000000e+04
1.94728751e+00 9.10000000e-02 2.21000000e+04
1.96135506e+00 9.10000000e-02 2.21000000e+04
1.97552423e+00 9.10000000e-02 2.21000000e+04
1.98979576e+00 9.10000000e-02 2.21000000e+04
2.00417039e+00 9.10000000e-02 2.21000000e+04
2.01864887e+00 9.10000000e-02 2.21000000e+04
2.03323194e+00 9.10000000e-02 2.21000000e+04
2.04792036e+00 9.10000000e-02 2.21000000e+04
2.06271490e+00 9.10000000e-02 2.21000000e+04
2.07761631e+00 9.10000000e-02 2.21000000e+04
2.09262537e+00 9.10000000e-02 2.21000000e+04
2.10774286e+00 9.10000000e-02 2.21000000e+04
2.12296956e+00 9.10000000e-02 2.21000000e+04
2.13830627e+00 9.10000000e-02 2.21000000e+04
2.15375376e+00 9.10000000e-02 2.21000000e+04
2.16931286e+00 9.10000000e-02 2.21000000e+04
2.18498435e+00 9.10000000e-02 2.21000000e+04
2.20076906e+00 9.10000000e-02 2.21000000e+04
2.21666780e+00 9.10000000e-02 2.21000000e+04
2.23268139e+00 9.10000000e-02 2.21000000e+04
2.24881067e+00 9.10000000e-02 2.21000000e+04
2.26505647e+00 9.10000000e-02 2.21000000e+04
2.28141963e+00 9.10000000e-02 2.21000000e+04
2.29790101e+00 9.10000000e-02 2.21000000e+04
2.31450145e+00 9.10000000e-02 2.21000000e+04
2.33122181e+00 9.10000000e-02 2.21000000e+04
2.34806296e+00 9.10000000e-02 2.21000000e+04
2.36502578e+00 9.10000000e-02 2.21000000e+04
2.38211113e+00 9.10000000e-02 2.21000000e+04
2.39931992e+00 9.10000000e-02 2.21000000e+04
2.41665303e+00 9.10000000e-02 2.21000000e+04
2.43411135e+00 9.10000000e-02 2.21000000e+04
2.45169579e+00 9.10000000e-02 2.21000000e+04
2.46940727e+00 9.10000000e-02 2.21000000e+04
2.48724670e+00 9.10000000e-02 2.21000000e+04
2.50521500e+00 9.10000000e-02 2.21000000e+04
2.52331311e+00 9.10000000e-02 2.21000000e+04
2.54154197e+00 9.10000000e-02 2.21000000e+04
2.55990251e+00 9.10000000e-02 2.21000000e+04
2.57839569e+00 9.10000000e-02 2.21000000e+04
2.59702247e+00 9.10000000e-02 2.21000000e+04
2.61578382e+00 9.10000000e-02 2.21000000e+04
2.63468069e+00 9.10000000e-02 2.21000000e+04
2.65371409e+00 9.10000000e-02 2.21000000e+04
2.67288498e+00 9.10000000e-02 2.21000000e+04
2.69219437e+00 9.10000000e-02 2.21000000e+04
2.71164325e+00 9.10000000e-02 2.21000000e+04
2.73123263e+00 9.10000000e-02 2.21000000e+04
2.75096353e+00 9.10000000e-02 2.21000000e+04
2.77083697e+00 9.10000000e-02 2.21000000e+04
2.79085398e+00 9.10000000e-02 2.21000000e+04
2.81101560e+00 9.10000000e-02 2.21000000e+04
2.83132286e+00 9.10000000e-02 2.21000000e+04
2.85177683e+00 9.10000000e-02 2.21000000e+04
2.87237857e+00 9.10000000e-02 2.21000000e+04
2.89312913e+00 9.10000000e-02 2.21000000e+04
2.91402960e+00 9.10000000e-02 2.21000000e+04
2.93508106e+00 9.10000000e-02 2.21000000e+04
2.95628460e+00 9.10000000e-02 2.21000000e+04
2.97764131e+00 9.10000000e-02 2.21000000e+04
2.99915231e+00 9.10000000e-02 2.21000000e+04
3.02081871e+00 9.10000000e-02 2.21000000e+04
3.04264163e+00 9.10000000e-02 2.21000000e+04
3.06462220e+00 9.10000000e-02 2.21000000e+04
3.08676157e+00 9.10000000e-02 2.21000000e+04
3.10906087e+00 9.10000000e-02 2.21000000e+04
3.13152127e+00 9.10000000e-02 2.21000000e+04
3.15414393e+00 9.10000000e-02 2.21000000e+04
3.17693001e+00 9.10000000e-02 2.21000000e+04
3.19988071e+00 9.10000000e-02 2.21000000e+04
3.22299721e+00 9.10000000e-02 2.21000000e+04
3.24628070e+00 9.10000000e-02 2.21000000e+04
3.26973240e+00 9.10000000e-02 2.21000000e+04
3.29335351e+00 9.10000000e-02 2.21000000e+04
3.31714527e+00 9.10000000e-02 2.21000000e+04
3.34110891e+00 9.10000000e-02 2.21000000e+04
3.36524566e+00 9.10000000e-02 2.21000000e+04
3.38955678e+00 9.10000000e-02 2.21000000e+04
3.41404353e+00 9.10000000e-02 2.21000000e+04
3.43870718e+00 9.10000000e-02 2.21000000e+04
3.46354900e+00 9.10000000e-02 2.21000000e+04
3.48857028e+00 9.10000000e-02 2.21000000e+04
3.51377232e+00 9.10000000e-02 2.21000000e+04
3.53915642e+00 9.10000000e-02 2.21000000e+04
3.56472391e+00 9.10000000e-02 2.21000000e+04
3.59047609e+00 9.10000000e-02 2.21000000e+04
3.61641432e+00 9.10000000e-02 2.21000000e+04
3.64253993e+00 9.10000000e-02 2.21000000e+04
3.66885427e+00 9.10000000e-02 2.21000000e+04
3.69535871e+00 9.10000000e-02 2.21000000e+04
3.72205463e+00 9.10000000e-02 2.21000000e+04
3.74894340e+00 9.10000000e-02 2.21000000e+04
3.77602642e+00 9.10000000e-02 2.21000000e+04
3.80330509e+00 9.10000000e-02 2.21000000e+04
3.83078083e+00 9.10000000e-02 2.21000000e+04
3.85845506e+00 9.10000000e-02 2.21000000e+04
3.88632921e+00 9.10000000e-02 2.21000000e+04
3.91440473e+00 9.10000000e-02 2.21000000e+04
3.94268308e+00 9.10000000e-02 2.21000000e+04
3.97116571e+00 9.10000000e-02 2.21000000e+04
3.99985410e+00 9.10000000e-02 2.21000000e+04
4.02874974e+00 9.10000000e-02 2.21000000e+04
4.05785413e+00 9.10000000e-02 2.21000000e+04
4.08716878e+00 9.10000000e-02 2.21000000e+04
4.11669520e+00 9.10000000e-02 2.21000000e+04
4.14643492e+00 9.10000000e-02 2.21000000e+04
4.17638949e+00 9.10000000e-02 2.21000000e+04
4.20656046e+00 9.10000000e-02 2.21000000e+04
4.23694938e+00 9.10000000e-02 2.21000000e+04
4.26755785e+00 9.10000000e-02 2.21000000e+04
4.29838743e+00 9.10000000e-02 2.21000000e+04
4.32943973e+00 9.10000000e-02 2.21000000e+04
4.36071635e+00 9.10000000e-02 2.21000000e+04
4.39221893e+00 9.10000000e-02 2.21000000e+04
4.42394909e+00 9.10000000e-02 2.21000000e+04
4.45590846e+00 9.10000000e-02 2.21000000e+04
4.48809872e+00 9.10000000e-02 2.21000000e+04
4.52052153e+00 9.10000000e-02 2.21000000e+04
4.55317857e+00 9.10000000e-02 2.21000000e+04
4.58607152e+00 9.10000000e-02 2.21000000e+04
4.61920210e+00 9.10000000e-02 2.21000000e+04
4.65257203e+00 9.10000000e-02 2.21000000e+04
4.68618302e+00 9.10000000e-02 2.21000000e+04
4.72003682e+00 9.10000000e-02 2.21000000e+04
4.75413519e+00 9.10000000e-02 2.21000000e+04
4.78847989e+00 9.10000000e-02 2.21000000e+04
4.82307270e+00 9.10000000e-02 2.21000000e+04
4.85791542e+00 9.10000000e-02 2.21000000e+04
4.89300985e+00 9.10000000e-02 2.21000000e+04
4.92835781e+00 9.10000000e-02 2.21000000e+04
4.96396112e+00 9.10000000e-02 2.21000000e+04
4.99982164e+00 9.10000000e-02 2.21000000e+04
5.03594123e+00 9.10000000e-02 2.21000000e+04
5.07232174e+00 9.10000000e-02 2.21000000e+04
5.10896508e+00 9.10000000e-02 2.21000000e+04
5.14587313e+00 9.10000000e-02 2.21000000e+04
5.18304782e+00 9.10000000e-02 2.21000000e+04
5.22049106e+00 9.10000000e-02 2.21000000e+04
5.25820480e+00 9.10000000e-02 2.21000000e+04
5.29619099e+00 9.10000000e-02 2.21000000e+04
5.33445159e+00 9.10000000e-02 2.21000000e+04
5.37298860e+00 9.10000000e-02 2.21000000e+04
5.41180401e+00 9.10000000e-02 2.21000000e+04
5.45089982e+00 9.10000000e-02 2.21000000e+04
5.49027807e+00 9.10000000e-02 2.21000000e+04
5.52994080e+00 9.10000000e-02 2.21000000e+04
5.56989006e+00 9.10000000e-02 2.21000000e+04
5.61012791e+00 9.10000000e-02 2.21000000e+04
5.65065646e+00 9.10000000e-02 2.21000000e+04
5.69147778e+00 9.10000000e-02 2.21000000e+04
5.73259401e+00 9.10000000e-02 2.21000000e+04
5.77400727e+00 9.10000000e-02 2.21000000e+04
5.81571970e+00 9.10000000e-02 2.21000000e+04
5.85773348e+00 9.10000000e-02 2.21000000e+04
5.90005077e+00 9.10000000e-02 2.21000000e+04
5.94267376e+00 9.10000000e-02 2.21000000e+04
5.98560467e+00 9.10000000e-02 2.21000000e+04
6.02884572e+00 9.10000000e-02 2.21000000e+04
6.07239916e+00 9.10000000e-02 2.21000000e+04
6.11626723e+00 9.10000000e-02 2.21000000e+04
6.16045221e+00 9.10000000e-02 2.21000000e+04
6.20495639e+00 9.10000000e-02 2.21000000e+04
6.24978208e+00 9.10000000e-02 2.21000000e+04
6.29493159e+00 9.10000000e-02 2.21000000e+04
6.34040727e+00 9.10000000e-02 2.21000000e+04
6.38621148e+00 9.10000000e-02 2.21000000e+04
6.43234659e+00 9.10000000e-02 2.21000000e+04
6.47881498e+00 9.10000000e-02 2.21000000e+04
6.52561907e+00 9.10000000e-02 2.21000000e+04
6.57276128e+00 9.10000000e-02 2.21000000e+04
6.62024405e+00 9.10000000e-02 2.21000000e+04
6.66806985e+00 9.10000000e-02 2.21000000e+04
6.71624115e+00 9.10000000e-02 2.21000000e+04
6.76476045e+00 9.10000000e-02 2.21000000e+04
6.81363025e+00 9.10000000e-02 2.21000000e+04
6.86285311e+00 9.10000000e-02 2.21000000e+04
6.91243155e+00 9.10000000e-02 2.21000000e+04
6.96236817e+00 9.10000000e-02 2.21000000e+04
7.01266553e+00 9.10000000e-02 2.21000000e+04
7.06332625e+00 9.10000000e-02 2.21000000e+04
7.11435295e+00 9.10000000e-02 2.21000000e+04
7.16574827e+00 9.10000000e-02 2.21000000e+04
7.21751489e+00 9.10000000e-02 2.21000000e+04
7.26965547e+00 9.10000000e-02 2.21000000e+04
7.32217273e+00 9.10000000e-02 2.21000000e+04
7.37506938e+00 9.10000000e-02 2.21000000e+04
7.42834817e+00 9.10000000e-02 2.21000000e+04
7.48201185e+00 9.10000000e-02 2.21000000e+04
7.53606321e+00 9.10000000e-02 2.21000000e+04
7.59050505e+00 9.10000000e-02 2.21000000e+04
7.64534018e+00 9.10000000e-02 2.21000000e+04
7.70057145e+00 9.10000000e-02 2.21000000e+04
7.75620172e+00 9.10000000e-02 2.21000000e+04
7.81223387e+00 9.10000000e-02 2.21000000e+04
7.86867081e+00 9.10000000e-02 2.21000000e+04
7.92551546e+00 9.10000000e-02 2.21000000e+04
7.98277077e+00 9.10000000e-02 2.21000000e+04
8.04043969e+00 9.10000000e-02 2.21000000e+04
8.09852523e+00 9.10000000e-02 2.21000000e+04
8.15703039e+00 9.10000000e-02 2.21000000e+04
8.21595820e+00 9.10000000e-02 2.21000000e+04
8.27531171e+00 9.10000000e-02 2.21000000e+04
8.33509401e+00 9.10000000e-02 2.21000000e+04
8.39530818e+00 9.10000000e-02 2.21000000e+04
8.45595735e+00 9.10000000e-02 2.21000000e+04
8.51704466e+00 9.10000000e-02 2.21000000e+04
8.57857328e+00 9.10000000e-02 2.21000000e+04
8.64054639e+00 9.10000000e-02 2.21000000e+04
8.70296720e+00 9.10000000e-02 2.21000000e+04
8.76583895e+00 9.10000000e-02 2.21000000e+04
8.82916490e+00 9.10000000e-02 2.21000000e+04
8.89294833e+00 9.10000000e-02 2.21000000e+04
8.95719254e+00 9.10000000e-02 2.21000000e+04
9.02190086e+00 9.10000000e-02 2.21000000e+04
9.08707664e+00 9.10000000e-02 2.21000000e+04
9.15272327e+00 9.10000000e-02 2.21000000e+04
9.21884414e+00 9.10000000e-02 2.21000000e+04
9.28544267e+00 9.10000000e-02 2.21000000e+04
9.35252233e+00 9.10000000e-02 2.21000000e+04
9.42008658e+00 9.10000000e-02 2.21000000e+04
9.48813893e+00 9.10000000e-02 2.21000000e+04
9.55668290e+00 9.10000000e-02 2.21000000e+04
9.62572204e+00 9.10000000e-02 2.21000000e+04
9.69525994e+00 9.10000000e-02 2.21000000e+04
9.76530019e+00 9.10000000e-02 2.21000000e+04
